service,kind,region,resource_id,arn,name,user_tag_count,untagged,user_tags,all_tags,state,volume_size_gib,start_time,associated,public_ip,instance_type,launch_time,size_gib,volume_type,attached_instance_ids,db_class,engine,allocated_storage_gib,cluster_id,serverless_v2_min_acu,serverless_v2_max_acu,lb_type,fsx_type,storage_capacity_gib,storage_type,creation_date,has_lifecycle
EC2,instance,us-west-2,i-04ac6c1a5f7cebe92,arn:aws:ec2:us-west-2:108782052779:instance/i-04ac6c1a5f7cebe92,HeadNode,17,False,"Name=HeadNode;aws-parallelcluster-clustername=ifx-20260719h;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-20260719h;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=ifx-20260719h;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0","Name=HeadNode;aws-parallelcluster-clustername=ifx-20260719h;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-20260719h;aws-parallelcluster-username=jmajor-root;aws:cloudformation:logical-id=HeadNode;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/ifx-20260719h/36417e00-7fa1-11f1-a9f9-069b1f207dfb;aws:cloudformation:stack-name=ifx-20260719h;aws:ec2launchtemplate:id=lt-08547fbe0bd5412c9;aws:ec2launchtemplate:version=1;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=ifx-20260719h;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0",terminated,,,,,r7i.8xlarge,2026-07-14T16:43:19.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-09b566e847c16233b,arn:aws:ec2:us-west-2:108782052779:instance/i-09b566e847c16233b,HeadNode,18,False,"Name=HeadNode;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0;ursa-preserve=true","Name=HeadNode;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;aws:cloudformation:logical-id=HeadNode;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/ifx-p2-1000-120-0715/db06d910-8089-11f1-8f6a-0276f1674b31;aws:cloudformation:stack-name=ifx-p2-1000-120-0715;aws:ec2launchtemplate:id=lt-0defcf7b2f8d57bc5;aws:ec2launchtemplate:version=1;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0;ursa-preserve=true",running,,,,,r7i.2xlarge,2026-07-15T20:20:31.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-01e495e236a8903b0,arn:aws:ec2:us-west-2:108782052779:instance/i-01e495e236a8903b0,Compute,20,False,"Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=mem192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true","Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=;aws:ec2:fleet-id=fleet-321c0aac-732d-ce16-a4b0-27a81c5ca58c;aws:ec2launchtemplate:id=lt-0bbd6f4df88d225bd;aws:ec2launchtemplate:version=2;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=mem192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true",terminated,,,,,m8idn.48xlarge,2026-07-16T00:28:13.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-05bfdc59d96b37cb9,arn:aws:ec2:us-west-2:108782052779:instance/i-05bfdc59d96b37cb9,Compute,20,False,"Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=bigmem192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true","Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=;aws:ec2:fleet-id=fleet-0cbcb63f-e607-e627-8c18-2988c7792075;aws:ec2launchtemplate:id=lt-06b0c418fa0cbe92a;aws:ec2launchtemplate:version=2;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=bigmem192nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i192nvme;parallelcluster:version=3.15.0;ursa-preserve=true",terminated,,,,,r8idn.48xlarge,2026-07-16T00:28:16.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-0ba0ffde1ce259b61,arn:aws:ec2:us-west-2:108782052779:instance/i-0ba0ffde1ce259b61,Compute,20,False,"Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price96nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i96nvme;parallelcluster:version=3.15.0;ursa-preserve=true","Name=Compute;aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;aws:ec2:fleet-id=fleet-b8ad2ba4-21b4-411e-a632-a62896d6957e;aws:ec2launchtemplate:id=lt-0f9eb76d296f21c45;aws:ec2launchtemplate:version=2;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, NONE;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price96nvme;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=Compute;parallelcluster:queue-name=i96nvme;parallelcluster:version=3.15.0;ursa-preserve=true",running,,,,,c5d.metal,2026-07-16T00:47:17.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-03cd726ad5d7f3f3d,arn:aws:ec2:us-west-2:108782052779:instance/i-03cd726ad5d7f3f3d,terrarium-prod-tailscale-router,3,False,Environment=prod;Name=terrarium-prod-tailscale-router;Project=terrarium,Environment=prod;Name=terrarium-prod-tailscale-router;Project=terrarium,running,,,,,t3.micro,2026-06-25T17:11:57.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-03c42907b08018d1a,arn:aws:ec2:us-west-2:108782052779:instance/i-03c42907b08018d1a,sentieon-license-usw2d-01,8,False,CostCenter=platform;Environment=shared;FQDN=usw2d-01.sentieon.lsmc.bio;Name=sentieon-license-usw2d-01;Owner=platform;Project=LSMC;Service=sentieon-license;lsmc-cost-center=platform,CostCenter=platform;Environment=shared;FQDN=usw2d-01.sentieon.lsmc.bio;Name=sentieon-license-usw2d-01;Owner=platform;Project=LSMC;Service=sentieon-license;aws:cloudformation:logical-id=LicenseServerInstance;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/sentieon-license-usw2d-01/c89b8060-7ddb-11f1-acb1-0a4675df858b;aws:cloudformation:stack-name=sentieon-license-usw2d-01;lsmc-cost-center=platform,running,,,,,t3.xlarge,2026-07-12T10:33:46.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-026a3f1a8fb421d2f,arn:aws:ec2:us-west-2:108782052779:instance/i-026a3f1a8fb421d2f,HeadNode,17,False,"Name=HeadNode;aws-parallelcluster-clustername=ifx-sacctoff-1037;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-sacctoff-1037;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=ifx-sacctoff-1037;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0","Name=HeadNode;aws-parallelcluster-clustername=ifx-sacctoff-1037;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-sacctoff-1037;aws-parallelcluster-username=jmajor-root;aws:cloudformation:logical-id=HeadNode;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/ifx-sacctoff-1037/40c88ca0-7fb1-11f1-bc62-02d574ccb33f;aws:cloudformation:stack-name=ifx-sacctoff-1037;aws:ec2launchtemplate:id=lt-0d13e619f173fb428;aws:ec2launchtemplate:version=1;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=ifx-sacctoff-1037;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0",terminated,,,,,r7i.2xlarge,2026-07-14T18:36:35.000Z,,,,,,,,,,,,,,,
EC2,instance,us-west-2,i-02c32e921f54478c5,arn:aws:ec2:us-west-2:108782052779:instance/i-02c32e921f54478c5,HeadNode,18,False,"Name=HeadNode;aws-parallelcluster-clustername=ifx-p2-250-0714;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-250-0714;aws-parallelcluster-username=jmajor-root;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=ifx-p2-250-0714;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0;ursa-preserve=true","Name=HeadNode;aws-parallelcluster-clustername=ifx-p2-250-0714;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-250-0714;aws-parallelcluster-username=jmajor-root;aws:cloudformation:logical-id=HeadNode;aws:cloudformation:stack-id=arn:aws:cloudformation:us-west-2:108782052779:stack/ifx-p2-250-0714/41c294b0-800c-11f1-a566-0aff02695c67;aws:cloudformation:stack-name=ifx-p2-250-0714;aws:ec2launchtemplate:id=lt-00d96fcd67ebb1636;aws:ec2launchtemplate:version=1;parallelcluster:attributes=ubuntu2204, slurm, 3.15.0, x86_64;parallelcluster:cluster-name=ifx-p2-250-0714;parallelcluster:filesystem=efs=0, multiebs=0, raid=0, fsx=1;parallelcluster:networking=EFA=NONE;parallelcluster:node-type=HeadNode;parallelcluster:version=3.15.0;ursa-preserve=true",terminated,,,,,r7i.2xlarge,2026-07-15T05:21:07.000Z,,,,,,,,,,,,,,,
EBS,volume,us-west-2,vol-0b6a14b3d2c01264d,arn:aws:ec2:us-west-2:108782052779:volume/vol-0b6a14b3d2c01264d,,0,True,,,in-use,,,,,,,8,gp3,i-0cce1c2d935e86786,,,,,,,,,,,,
EBS,volume,us-west-2,vol-0c69ba6b467620e14,arn:aws:ec2:us-west-2:108782052779:volume/vol-0c69ba6b467620e14,,2,False,project=dayhoff-all;project:dayhoff-day=true,project=dayhoff-all;project:dayhoff-day=true,in-use,,,,,,,336,gp3,i-0a70e6af119b993f3,,,,,,,,,,,,
EBS,volume,us-west-2,vol-08a142d0b31d6421f,arn:aws:ec2:us-west-2:108782052779:volume/vol-08a142d0b31d6421f,,0,True,,,in-use,,,,,,,20,gp3,i-03c42907b08018d1a,,,,,,,,,,,,
EBS,volume,us-west-2,vol-0746a2cbb0acde1dd,arn:aws:ec2:us-west-2:108782052779:volume/vol-0746a2cbb0acde1dd,,0,True,,,in-use,,,,,,,30,gp3,i-0fc4922e2b51bc35e,,,,,,,,,,,,
EBS,volume,us-west-2,vol-0ea36895cc2b979ac,arn:aws:ec2:us-west-2:108782052779:volume/vol-0ea36895cc2b979ac,,3,False,aws-parallelcluster-project=dayhoff-production-server;project=dayhoff-all;project:dayhoff-day=true,aws-parallelcluster-project=dayhoff-production-server;project=dayhoff-all;project:dayhoff-day=true,in-use,,,,,,,336,gp3,i-09126000eb19643b0,,,,,,,,,,,,
EBS,volume,us-west-2,vol-0b481de207f5b19f1,arn:aws:ec2:us-west-2:108782052779:volume/vol-0b481de207f5b19f1,,0,True,,,in-use,,,,,,,20,gp3,i-088957ddbc7fcf3d1,,,,,,,,,,,,
EBS,volume,us-west-2,vol-04646998d6f1fd325,arn:aws:ec2:us-west-2:108782052779:volume/vol-04646998d6f1fd325,,2,False,project=dayhoff-all;project:dayhoff-day=true,project=dayhoff-all;project:dayhoff-day=true,in-use,,,,,,,336,gp3,i-07df3a933e4839f52,,,,,,,,,,,,
EBS,volume,us-west-2,vol-0c26833469cf6995a,arn:aws:ec2:us-west-2:108782052779:volume/vol-0c26833469cf6995a,,0,True,,,in-use,,,,,,,234,gp3,i-02a5b297000e82966,,,,,,,,,,,,
EBS,volume,us-west-2,vol-08072f0b8aab2e96f,arn:aws:ec2:us-west-2:108782052779:volume/vol-08072f0b8aab2e96f,,16,False,aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price128nvme;parallelcluster:node-type=Compute;parallelcluster:queue-name=i128nvme;parallelcluster:version=3.15.0;ursa-preserve=true,aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price128nvme;parallelcluster:node-type=Compute;parallelcluster:queue-name=i128nvme;parallelcluster:version=3.15.0;ursa-preserve=true,in-use,,,,,,,45,gp3,i-0a8a3bb1c830987a2,,,,,,,,,,,,
EBS,volume,us-west-2,vol-0b98b1e8d330cca41,arn:aws:ec2:us-west-2:108782052779:volume/vol-0b98b1e8d330cca41,,0,True,,,in-use,,,,,,,2,gp3,i-03cd726ad5d7f3f3d,,,,,,,,,,,,
EBS,volume,us-west-2,vol-0652fc13ede8eb9f8,arn:aws:ec2:us-west-2:108782052779:volume/vol-0652fc13ede8eb9f8,,16,False,aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price96nvme;parallelcluster:node-type=Compute;parallelcluster:queue-name=i96nvme;parallelcluster:version=3.15.0;ursa-preserve=true,aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price96nvme;parallelcluster:node-type=Compute;parallelcluster:queue-name=i96nvme;parallelcluster:version=3.15.0;ursa-preserve=true,in-use,,,,,,,45,gp3,i-02c0da227ad61dcd0,,,,,,,,,,,,
EBS,volume,us-west-2,vol-00a92180be231294b,arn:aws:ec2:us-west-2:108782052779:volume/vol-00a92180be231294b,,16,False,aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price96nvme;parallelcluster:node-type=Compute;parallelcluster:queue-name=i96nvme;parallelcluster:version=3.15.0;ursa-preserve=true,aws-parallelcluster-clustername=ifx-p2-1000-120-0715;aws-parallelcluster-cost-center-region=us-west-2;aws-parallelcluster-cost-center-table=dayec-cost-centers;aws-parallelcluster-cost-center-usage-table=dayec-cost-center-usage;aws-parallelcluster-daylily-git-deets=none;aws-parallelcluster-enforce-budget=true;aws-parallelcluster-jobid=aws_profile-lsmc;aws-parallelcluster-monitor-bucket=s3://lsmc-dayoa-references-usw2/runtime_assets/cluster_boot_config/releases/sha256-4c5836a802238cd96f33e3558999c1bd5ca4cf8d3a619d3838a62d6356dd1336;aws-parallelcluster-project=ifx-p2-1000-120-0715;aws-parallelcluster-username=jmajor-root;parallelcluster:cluster-name=ifx-p2-1000-120-0715;parallelcluster:compute-resource-name=price96nvme;parallelcluster:node-type=Compute;parallelcluster:queue-name=i96nvme;parallelcluster:version=3.15.0;ursa-preserve=true,in-use,,,,,,,45,gp3,i-0ba0ffde1ce259b61,,,,,,,,,,,,
