start,end,estimated,cost_usd,service,usage_type
2026-07-01,2026-07-15,True,8.1e-05,AWS Key Management Service,ap-southeast-3-KMS-Requests
2026-07-01,2026-07-15,True,0.000204,AWS Key Management Service,ca-central-1-KMS-Requests
2026-07-01,2026-07-15,True,0.000468,AWS Key Management Service,eu-central-1-KMS-Requests
2026-07-01,2026-07-15,True,0.000204,AWS Key Management Service,eu-north-1-KMS-Requests
2026-07-01,2026-07-15,True,0.00018,AWS Key Management Service,eu-west-1-KMS-Requests
2026-07-01,2026-07-15,True,0.00018,AWS Key Management Service,eu-west-2-KMS-Requests
2026-07-01,2026-07-15,True,0.000204,AWS Key Management Service,eu-west-3-KMS-Requests
2026-07-01,2026-07-15,True,0.000204,AWS Key Management Service,sa-east-1-KMS-Requests
2026-07-01,2026-07-15,True,0.45026881,AWS Key Management Service,us-east-1-KMS-Keys
2026-07-01,2026-07-15,True,0.001629,AWS Key Management Service,us-east-1-KMS-Requests
2026-07-01,2026-07-15,True,0.000204,AWS Key Management Service,us-east-2-KMS-Requests
2026-07-01,2026-07-15,True,0.000528,AWS Key Management Service,us-west-1-KMS-Requests
2026-07-01,2026-07-15,True,1.354838688,AWS Key Management Service,us-west-2-KMS-Keys
2026-07-01,2026-07-15,True,0.013818,AWS Key Management Service,us-west-2-KMS-Requests
2026-07-01,2026-07-15,True,0.0,AWS Lambda,USW1-DataTransfer-xAZ-In-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Lambda,USW1-DataTransfer-xAZ-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Lambda,USW1-Lambda-GB-Second
2026-07-01,2026-07-15,True,0.0,AWS Lambda,USW1-Request
2026-07-01,2026-07-15,True,0.0,AWS Lambda,USW2-Lambda-GB-Second
2026-07-01,2026-07-15,True,0.0,AWS Lambda,USW2-Request
2026-07-01,2026-07-15,True,0.0,AWS Lambda,USW2-USE1-AWS-In-Bytes
2026-07-01,2026-07-15,True,6.6627e-06,AWS Lambda,USW2-USE1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.000455,AWS Secrets Manager,AFS1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000455,AWS Secrets Manager,APE1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000735,AWS Secrets Manager,APN1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.001015,AWS Secrets Manager,APN2-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.001015,AWS Secrets Manager,APN3-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.001015,AWS Secrets Manager,APS1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.00084,AWS Secrets Manager,APS2-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.00086,AWS Secrets Manager,APS3-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000455,AWS Secrets Manager,APS4-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000455,AWS Secrets Manager,APS5-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000855,AWS Secrets Manager,CAN1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000735,AWS Secrets Manager,EU-AWSSecretsManager-APIRequests
2026-07-01,2026-07-15,True,0.000735,AWS Secrets Manager,EUC1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000865,AWS Secrets Manager,EUN1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000735,AWS Secrets Manager,EUW2-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.001015,AWS Secrets Manager,EUW3-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.001015,AWS Secrets Manager,SAE1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,1.806451584,AWS Secrets Manager,USE1-AWSSecretsManager-Secrets
2026-07-01,2026-07-15,True,0.00309,AWS Secrets Manager,USE1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.000985,AWS Secrets Manager,USE2-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.3199795879,AWS Secrets Manager,USW1-AWSSecretsManager-Secrets
2026-07-01,2026-07-15,True,0.038795,AWS Secrets Manager,USW1-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,7.1620473092,AWS Secrets Manager,USW2-AWSSecretsManager-Secrets
2026-07-01,2026-07-15,True,0.024095,AWS Secrets Manager,USW2-AWSSecretsManagerAPIRequest
2026-07-01,2026-07-15,True,0.83587,AWS Security Hub,AFS1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,AFS1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.8765064,AWS Security Hub,APE1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APE1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.6866892,AWS Security Hub,APN1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,APN1-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APN1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.7980586,AWS Security Hub,APN2-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,APN2-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APN2-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.85208,AWS Security Hub,APN3-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,APN3-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APN3-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.8036292,AWS Security Hub,APS1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,APS1-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APS1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.7171216,AWS Security Hub,APS2-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,APS2-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APS2-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,1.0132716,AWS Security Hub,APS3-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,APS3-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APS3-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.761116,AWS Security Hub,APS4-EventsAnalyzed
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APS4-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.656744,AWS Security Hub,APS5-EventsAnalyzed
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,APS5-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.7189156,AWS Security Hub,CAN1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,CAN1-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,CAN1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.6401868,AWS Security Hub,EU-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,EU-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,EU-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,1.0093274,AWS Security Hub,EUC1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,EUC1-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,EUC1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.6591228,AWS Security Hub,EUN1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,EUN1-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,EUN1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.6403892,AWS Security Hub,EUW2-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,EUW2-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,EUW2-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.7593432,AWS Security Hub,EUW3-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,EUW3-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,EUW3-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,1.58112648,AWS Security Hub,Global-MonitoredIAMRole
2026-07-01,2026-07-15,True,0.22401792,AWS Security Hub,Global-MonitoredIAMUser
2026-07-01,2026-07-15,True,1.221045,AWS Security Hub,SAE1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,SAE1-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,SAE1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,6.10904,AWS Security Hub,USE1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.0844702401,AWS Security Hub,USE1-LogsAnalyzedBytes
2026-07-01,2026-07-15,True,1.6044336,AWS Security Hub,USE1-MonitoredContainerImage
2026-07-01,2026-07-15,True,5.0182751745,AWS Security Hub,USE1-MonitoredEC2
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,USE1-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,USE1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.907512,AWS Security Hub,USE2-EventsAnalyzed
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,USE2-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,USE2-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,1.1759,AWS Security Hub,USW1-EventsAnalyzed
2026-07-01,2026-07-15,True,0.002451312,AWS Security Hub,USW1-LogsAnalyzedBytes
2026-07-01,2026-07-15,True,0.0303744,AWS Security Hub,USW1-MonitoredContainerImage
2026-07-01,2026-07-15,True,0.250536,AWS Security Hub,USW1-MonitoredFunction
2026-07-01,2026-07-15,True,0.056,AWS Security Hub,USW1-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,USW1-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,39.79836,AWS Security Hub,USW2-EventsAnalyzed
2026-07-01,2026-07-15,True,31.4199629252,AWS Security Hub,USW2-LogsAnalyzedBytes
2026-07-01,2026-07-15,True,12.32844,AWS Security Hub,USW2-MonitoredContainerImage
2026-07-01,2026-07-15,True,30.200155124,AWS Security Hub,USW2-MonitoredEC2
2026-07-01,2026-07-15,True,0.906192,AWS Security Hub,USW2-MonitoredFunction
2026-07-01,2026-07-15,True,1.32,AWS Security Hub,USW2-MonitoredFunctionCode
2026-07-01,2026-07-15,True,0.224,AWS Security Hub,USW2-PaidComplianceCheck
2026-07-01,2026-07-15,True,0.0,AWS Security Hub,USW2-SecurityHubProduct:FreeFindingsIngestion
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,AFS1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APE1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APN1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APN2-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APN3-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APS1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APS2-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APS3-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APS4-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,APS5-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,CAN1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,EU-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,EUC1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,EUN1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,EUW2-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,EUW3-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,SAE1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,USE1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,USE2-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,USW1-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Service Catalog,USW2-SC-API-Calls
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,AFS1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,3.78e-08,AWS Step Functions,AFS1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APE1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.38e-08,AWS Step Functions,APE1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APN1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,9.52e-08,AWS Step Functions,APN1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APN2-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,8.4e-08,AWS Step Functions,APN2-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APN3-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,9.52e-08,AWS Step Functions,APN3-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APS1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,9.52e-08,AWS Step Functions,APS1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APS2-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,1.008e-07,AWS Step Functions,APS2-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APS3-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,8.96e-08,AWS Step Functions,APS3-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APS4-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.66e-08,AWS Step Functions,APS4-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,APS5-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,APS5-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,CAN1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,CAN1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,DataTransfer-In-Bytes
2026-07-01,2026-07-15,True,4.8e-09,AWS Step Functions,DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,EU-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,EU-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,EUC1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,EUC1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,EUN1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,EUN1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,EUW2-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,EUW2-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,EUW3-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,EUW3-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,SAE1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,1.456e-07,AWS Step Functions,SAE1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,USE1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,USE1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,USE2-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,USE2-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,AWS Step Functions,USW1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,2.24e-08,AWS Step Functions,USW1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,597.0230774809,AWS Support (Developer),Dollar
2026-07-01,2026-07-15,True,0.0008388,AWS WAF,Global-RequestV2-Tier1
2026-07-01,2026-07-15,True,1.9698476063,AWS WAF,Global-RuleV2
2026-07-01,2026-07-15,True,3.591341723,AWS WAF,Global-WebACLV2
2026-07-01,2026-07-15,True,0.0,AWS X-Ray,USW1-XRay-TracesStored
2026-07-01,2026-07-15,True,0.0008308,Amazon API Gateway,USW1-ApiGatewayMessage
2026-07-01,2026-07-15,True,0.00039897,Amazon API Gateway,USW1-ApiGatewayMinute
2026-07-01,2026-07-15,True,0.0001785,Amazon API Gateway,USW1-ApiGatewayRequest
2026-07-01,2026-07-15,True,4.4652e-06,Amazon API Gateway,USW1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.00045,Amazon Athena,USE1-DataScannedInTB
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,CA-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,CA-Requests-HTTPS-Proxy
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,CA-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,CA-Requests-Tier2-HTTPS
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,EU-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,EU-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,EU-Requests-Tier2-HTTPS
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,Executions-CloudFrontFunctions
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,Invalidations
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,US-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,US-Requests-HTTPS-Proxy
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,US-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon CloudFront,US-Requests-Tier2-HTTPS
2026-07-01,2026-07-15,True,0.0,Amazon Cognito,USE1-CUPM2MAppClientsFull
2026-07-01,2026-07-15,True,0.0,Amazon Cognito,USE1-CognitoEssentialsMAU
2026-07-01,2026-07-15,True,0.0,Amazon Cognito,USW1-CUPM2MAppClientsFull
2026-07-01,2026-07-15,True,0.0,Amazon Cognito,USW1-CognitoEssentialsMAU
2026-07-01,2026-07-15,True,0.0,Amazon Cognito,USW2-CUPM2MAppClientsFull
2026-07-01,2026-07-15,True,0.0,Amazon Cognito,USW2-CognitoEssentialsMAU
2026-07-01,2026-07-15,True,3.57826e-05,Amazon DynamoDB,USW1-ReadRequestUnits
2026-07-01,2026-07-15,True,0.000407965,Amazon DynamoDB,USW1-WriteRequestUnits
2026-07-01,2026-07-15,True,0.02097425,Amazon DynamoDB,USW2-ReadRequestUnits
2026-07-01,2026-07-15,True,5.213e-07,Amazon DynamoDB,USW2-TimedPITRStorage-ByteHrs
2026-07-01,2026-07-15,True,0.0,Amazon DynamoDB,USW2-TimedStorage-ByteHrs
2026-07-01,2026-07-15,True,0.00502625,Amazon DynamoDB,USW2-WriteRequestUnits
2026-07-01,2026-07-15,True,7.1752707264,Amazon EC2 Container Registry (ECR),TimedStorage-ByteHrs
2026-07-01,2026-07-15,True,0.0039183724,Amazon EC2 Container Registry (ECR),USW1-TimedStorage-ByteHrs
2026-07-01,2026-07-15,True,7.0466e-06,Amazon EC2 Container Registry (ECR),USW2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,1.6988611062,Amazon EC2 Container Registry (ECR),USW2-TimedStorage-ByteHrs
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-AFS1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APE1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APE2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APN1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APN2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APN3-AWS-In-Bytes
2026-07-01,2026-07-15,True,9.6e-09,EC2 - Other,APS3-APN3-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APS1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APS2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APS4-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APS5-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APS6-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APS7-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APS8-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-APS9-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-CAN1-AWS-In-Bytes
2026-07-01,2026-07-15,True,1.79e-07,EC2 - Other,APS3-DataTransfer-Regional-Bytes
2026-07-01,2026-07-15,True,1.0876968872,EC2 - Other,APS3-EBS:SnapshotUsage
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-EU-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-EUC1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-EUN1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-EUS1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-EUS2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-EUW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-EUW3-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-MXC1-AWS-In-Bytes
2026-07-01,2026-07-15,True,6.9333e-06,EC2 - Other,APS3-NatGateway-Bytes
2026-07-01,2026-07-15,True,37.632,EC2 - Other,APS3-NatGateway-Hours
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-SAE1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-USE1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-USE2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,APS3-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0018106822,EC2 - Other,DataTransfer-Regional-Bytes
2026-07-01,2026-07-15,True,0.6054876506,EC2 - Other,EBS:SnapshotUsage
2026-07-01,2026-07-15,True,97.6929033696,EC2 - Other,EBS:VolumeUsage.gp3
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EBSOptimized:t3.2xlarge
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EBSOptimized:t3.micro
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-AFS1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APE1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APE2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APN1-AWS-In-Bytes
2026-07-01,2026-07-15,True,7e-10,EC2 - Other,EUC1-APN1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APN2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APN3-AWS-In-Bytes
2026-07-01,2026-07-15,True,7e-10,EC2 - Other,EUC1-APN3-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APS1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APS2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APS3-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APS4-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APS5-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APS6-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-APS9-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-CAN1-AWS-In-Bytes
2026-07-01,2026-07-15,True,1.952e-07,EC2 - Other,EUC1-DataTransfer-Regional-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-EU-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-EUN1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-EUS1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-EUS2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-EUW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-EUW3-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-MXC1-AWS-In-Bytes
2026-07-01,2026-07-15,True,5.3851e-06,EC2 - Other,EUC1-NatGateway-Bytes
2026-07-01,2026-07-15,True,34.944,EC2 - Other,EUC1-NatGateway-Hours
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-USE1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-USE2-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-USW1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,EUC1-USW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,8.356e-07,EC2 - Other,NatGateway-Bytes
2026-07-01,2026-07-15,True,15.12,EC2 - Other,NatGateway-Hours
2026-07-01,2026-07-15,True,0.0,EC2 - Other,USE1-AFS1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0,EC2 - Other,USE1-APE2-AWS-In-Bytes
