service,resource_type,region,arn,last_reported_at,source_index_region
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-056188873101c3c07,2026-07-15T19:53:27Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-108f8b04-2334-6136-2692-a688e1d996cc,2026-07-11T09:50:02Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-30340aa6-5b07-463e-2418-272a732597a2,2026-07-13T14:36:18Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-01b68ad6e51cab958,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-04757de5bbd309eda,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9036880e-f127-c63c-8430-2d204dff7485,2026-07-12T19:09:10Z,us-west-2
ec2,ec2:volume,us-west-2,arn:aws:ec2:us-west-2:108782052779:volume/vol-08a142d0b31d6421f,2026-07-12T16:43:54Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-243c1497-6607-4c2d-aeb8-a1a83b2f0402,2026-07-12T16:00:48Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9a362826-fb27-64bc-0698-8f82e57d03a1,2026-07-12T15:52:21Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-103e0aac-d98f-ee96-84ba-0f2ae40f3975,2026-07-13T04:07:01Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-09eb3e7712ba50b13,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-kh2zk37p,2026-07-12T20:49:30Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-000e13b34b3dd59b3,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-ig8fh5tn,2026-07-12T14:31:43Z,us-west-2
ec2,ec2:security-group,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group/sg-0263bcb1732c15ce7,2026-07-11T17:43:40Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3a942a2c-5105-6e96-0cb8-a708abf26358,2026-07-11T01:56:55Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-nkzfgbtp,2026-07-12T22:07:25Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0fe1fcf991fbd9717,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-329e0aae-5bad-ccb4-ae9a-8580d9ecd788,2026-07-13T15:56:52Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-308da3ae-0316-6336-a69a-0e2a50c3409a,2026-07-12T17:10:20Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-baad8bae-2b9c-49be-a432-8e824fe01803,2026-07-11T12:30:53Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-302da1a6-2334-e136-261a-26025e1b1bac,2026-07-12T00:49:35Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-0cc5fc702e39c6671,2026-07-15T20:20:02Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-22t7knjp,2026-07-15T19:33:04Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-jjd7jtnn,2026-07-13T13:14:43Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-3i3zjsrp,2026-07-15T19:48:17Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-9yj7hzpm,2026-07-13T01:41:17Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-dagzg7mp,2026-07-15T06:01:48Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-38aqgkhp,2026-07-15T20:24:41Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3abe080c-5b0d-e43e-2eb8-05aa0b7fa521,2026-07-13T09:55:45Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0f8ed277c07c63cb8,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b0850106-a33e-6194-8c38-06a8c9b165fe,2026-07-13T17:28:23Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b896082c-d987-4616-ae90-ad28874365d8,2026-07-10T07:01:10Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-7tgzkzxp,2026-07-15T23:03:26Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-babe8206-5b8f-4e3c-2e90-8fa224c54a23,2026-07-10T01:05:09Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-8c349697-4c27-c485-2e90-83aa5ab03e93,2026-07-10T16:59:04Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-900fa92e-0396-6314-0c3a-262a557df6d4,2026-07-13T13:59:05Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-381c0026-790f-4694-2e1a-878811e6d7dc,2026-07-11T10:46:20Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-0e8ecf085f274ee9a,2026-07-14T16:42:52Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-a4bc3ebd-ec25-cea5-ae32-a1a25fe07c43,2026-07-15T01:53:18Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0ae848569e7a837ab,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0e06e2ca1cddaec0e,2026-07-13T09:11:45Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-035e71f07c1baf7a0,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-92962006-732d-661c-2eb0-8d8018ae59a7,2026-07-14T11:49:33Z,us-west-2
ec2,ec2:network-acl,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-acl/acl-09e872cbbfb7382a4,2026-07-14T01:04:54Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-a61414bf-64af-c62f-0632-81a0b6cb2383,2026-07-12T20:18:53Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-063c1e95-c485-ce8d-a438-a38856e6f014,2026-07-10T01:52:09Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1a9c0204-71ad-643e-0e98-0fa80e5f2343,2026-07-11T10:09:18Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0ebe1695-6e0d-4485-0630-8188a1f117f3,2026-07-10T18:47:56Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-329e820c-59a5-c6be-a49a-05222364377c,2026-07-12T23:35:50Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-92852b04-0b94-cb9c-8410-2ea0b3479abc,2026-07-13T05:46:50Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-2c3e3c15-cc25-e6a7-06ba-29229dc978e3,2026-07-12T15:31:11Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-ba058924-29b4-61bc-2692-8ea8f12b377e,2026-07-14T15:07:28Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b0be888e-f1af-e4be-ac10-a7088cead1cf,2026-07-12T22:56:30Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1a872306-a9b4-4b94-2e90-8e285ff87159,2026-07-10T06:31:39Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-18960284-f1a5-64b6-2eb8-0da2ac96ee30,2026-07-11T08:00:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-921c22ac-7b87-6494-0638-8f2005ebdfd0,2026-07-14T11:21:11Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-2e9c9cbd-e687-e607-ac38-a322927fe99b,2026-07-10T19:25:37Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b2ad210e-0116-619e-0e1a-06a8bc5b0f74,2026-07-10T04:17:20Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-908d092c-a336-eb3c-8c12-2688d6a8e4ac,2026-07-09T23:06:17Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0c96b6b7-c48d-ce8f-243a-898af34c0071,2026-07-11T20:52:33Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9234080e-7b2f-4616-8e12-a588900d0c1f,2026-07-10T19:27:11Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0f0289457871be52a,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-ba0d838e-211e-c996-ae1a-2e00ac582eaf,2026-07-15T18:45:32Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9005aba6-2b3c-eb16-a630-2488fbe016a9,2026-07-12T12:22:33Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9894aa0c-5187-ec94-2610-a78aee2d4a63,2026-07-10T06:20:49Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0ac59c5e62304caab,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1294aaa6-f90f-e41c-0e30-05884cfc24c7,2026-07-09T23:57:57Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-900503a6-019c-e3bc-8e98-2c000c60cc37,2026-07-10T18:55:41Z,us-west-2
ec2,ec2:volume,us-west-2,arn:aws:ec2:us-west-2:108782052779:volume/vol-0af8f94e0cd058ddf,2026-07-12T16:43:54Z,us-west-2
ec2,ec2:security-group,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group/sg-04e8cfe06a42a5032,2026-07-11T17:43:40Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-102d81a4-09be-6314-2c30-060207b483bb,2026-07-13T02:23:41Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-2e1e3c9f-46a7-ec05-8490-81002b7219e4,2026-07-10T18:44:48Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b2b4022c-7b8d-6cb6-8638-270ad076aa33,2026-07-12T13:03:53Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-1yvqgeem,2026-07-12T13:59:43Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-32a5032c-0b16-e396-2490-ae0056f17264,2026-07-10T04:27:41Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0e16bcbd-ccaf-ec2f-8438-83227b847f86,2026-07-15T20:24:10Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-ba348aa6-f92f-64b6-a4b0-a70257227bc2,2026-07-12T00:14:34Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-jhbqh5fq,2026-07-13T10:48:57Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-981caa06-db2f-cc34-8e90-8d08eb007521,2026-07-14T23:39:28Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3825238e-8b3e-69b4-a612-8c88211fa75a,2026-07-13T15:10:56Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-049cb435-6625-e42d-0c18-8320f0376635,2026-07-12T20:07:04Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-dfpzhb3p,2026-07-14T23:00:13Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-04c4dfafb0731d8fc,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0c720091df4bf399f,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0c1cb635-c625-e6ad-2e1a-030261c025f7,2026-07-11T09:56:54Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-mihzjayq,2026-07-12T16:25:35Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-3gmzgamn,2026-07-13T03:53:07Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1aa70ba6-293e-4bbe-a41a-8c027d3a2ec9,2026-07-11T07:20:11Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-ba8fa9ac-21b6-6996-8c32-04204f2f450d,2026-07-15T03:30:25Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-0ebc94bd-4caf-6c85-0c3a-a12ac91772ca,2026-07-15T00:25:27Z,us-west-2
ec2,ec2:security-group,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group/sg-0add6da3c32995579,2026-07-11T17:43:40Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-sbizgp2m,2026-07-14T11:21:10Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-09d48648e7d85fbb7,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0a112c9e9d4110cc9,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-04b6be97-e425-6ead-a610-ab0abeca4f19,2026-07-10T04:46:57Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-8e96bc3d-cc87-468f-2e38-2ba85dc6af91,2026-07-10T10:39:39Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-061c1435-ee2f-66a5-a6ba-ab2af87a2bcb,2026-07-12T00:53:40Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0c550ac239a9e4ebb,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1005090c-0916-6394-a6ba-8e02432008b5,2026-07-10T07:02:41Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-e1mzhgiq,2026-07-13T03:55:39Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-3gezkiaq,2026-07-15T00:02:44Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-d9x7hxip,2026-07-15T04:16:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b016002e-5b0f-663e-0e30-af0a7c81cec6,2026-07-13T00:09:56Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-jvmfjwqp,2026-07-13T05:51:54Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-041e941d-448d-6607-04b2-038872864bb1,2026-07-10T00:51:12Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-3v77j71p,2026-07-12T20:07:04Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-26bc9c1d-4485-6e0f-86b0-01087a944bde,2026-07-10T06:35:17Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-12bc8284-5b8d-c49e-8410-27806cb1a6f9,2026-07-10T19:09:05Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-089fc421d2308ba3e,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-321e0a2e-d387-ec36-8698-0d283d7ffafc,2026-07-13T18:36:35Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3294280c-f92f-46be-2e3a-a582859124a3,2026-07-13T21:21:21Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-093ed2f4995d90a84,2026-07-13T21:05:32Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3a8d2b8e-0334-6b96-a43a-ac8210906cfa,2026-07-14T11:35:36Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-qbxfkqxp,2026-07-12T16:23:31Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b2258ba6-019c-e3b6-a412-0628a8f365ef,2026-07-10T03:34:37Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3aa78384-09b4-491c-0eb8-2e0239698a52,2026-07-13T18:20:30Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-8zhfj51p,2026-07-12T20:50:32Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-aygzh79q,2026-07-12T13:59:47Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3007a92e-833e-c99c-24b2-2eaadf8e0e1f,2026-07-10T04:47:28Z,us-west-2
ec2,ec2:security-group,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group/sg-049bc15d0328edfb1,2026-07-11T17:43:40Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3207010e-2336-cb9e-263a-240af23ab36f,2026-07-13T19:39:03Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9aad0b06-a1be-e39e-0e38-0428c9f55fb2,2026-07-11T06:08:22Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0f6841e2dc69ca7d0,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-005c474da0206d489,2026-07-14T18:35:38Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-056617d7ea2053fe4,2026-07-12T02:46:49Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3aad03a6-2914-e134-a6b8-8600eb396f6d,2026-07-09T23:13:01Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b2be0084-738f-643c-a632-8582c53109cf,2026-07-13T15:07:17Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-041c969f-440d-6685-a69a-83a074a871c0,2026-07-13T01:11:24Z,us-west-2
ec2,ec2:network-interface,us-west-2,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0b266a786ac4d6ae8,2026-07-13T14:19:55Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-908d0304-8934-6136-86ba-ae004e88d5a7,2026-07-12T16:46:04Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-ks6qgzpq,2026-07-15T19:33:39Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-w2eqgijm,2026-07-13T15:14:31Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-p44qhx7n,2026-07-15T04:17:26Z,us-west-2
ec2,ec2:launch-template,us-west-2,arn:aws:ec2:us-west-2:108782052779:launch-template/lt-0f9eb76d296f21c45,2026-07-15T20:19:33Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-24169435-4c87-6427-ae10-0928203c13c3,2026-07-10T19:34:25Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-9a2781a6-8114-63b6-869a-86209872fba2,2026-07-10T04:18:23Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-54wqkgap,2026-07-12T22:11:36Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-923ea026-f98d-e49e-ae18-258218924f88,2026-07-15T18:15:50Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-yxqzgm4p,2026-07-12T13:54:00Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-tynqkqdm,2026-07-14T18:10:21Z,us-west-2
ec2,ec2:security-group,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group/sg-0dabeb85c46d5ea45,2026-07-11T17:43:40Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-vdy7kzfn,2026-07-12T20:55:06Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-04b6be15-cc07-64a5-0492-01aa4e8d38b8,2026-07-12T18:18:32Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-3a9eaa0c-d98d-ce9e-2c90-2f20c9b739bb,2026-07-10T06:21:51Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-921ca08e-d1ad-469e-0e92-272220592454,2026-07-10T10:05:02Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0dc279b01abb8ef5f,2026-07-13T07:03:29Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-05bfd765e71670b8d,2026-07-15T04:54:56Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-sekfks5n,2026-07-13T12:37:58Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-658qjwkq,2026-07-12T22:08:02Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-hggfhxiq,2026-07-12T15:47:11Z,us-west-2
ec2,ec2:security-group-rule,us-west-2,arn:aws:ec2:us-west-2:108782052779:security-group-rule/sgr-0427264984f96ed99,2026-07-14T18:24:48Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-2tg7gc8q,2026-07-14T18:10:53Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-b287898e-ab1e-e116-8498-8c083da0e025,2026-07-10T01:09:17Z,us-west-2
ec2,ec2:spot-instances-request,us-west-2,arn:aws:ec2:us-west-2:108782052779:spot-instances-request/sir-pkdqhnkm,2026-07-15T20:24:07Z,us-west-2
ec2,ec2:fleet,us-west-2,arn:aws:ec2:us-west-2:108782052779:fleet/fleet-1a87812e-a91e-e99c-24b2-ae0a7f12fab3,2026-07-10T01:32:00Z,us-west-2
