service,kind,region,id,arn,name,classification,tags,state,size,type,engine,has_lifecycle
S3,s3_bucket,,lsmc-terraform-state,arn:aws:s3:::lsmc-terraform-state,lsmc-terraform-state,unallocated,ManagedBy=terraform,,,,,False
S3,s3_bucket,,lsmc-twenty-prod-storage,arn:aws:s3:::lsmc-twenty-prod-storage,lsmc-twenty-prod-storage,unallocated,,,,,,False
S3,s3_bucket,,lsmc-ursa-customers-usw2,arn:aws:s3:::lsmc-ursa-customers-usw2,lsmc-ursa-customers-usw2,unallocated,,,,,,False
S3,s3_bucket,,parallelcluster-4da281c1dc024f1c-v1-do-not-delete,arn:aws:s3:::parallelcluster-4da281c1dc024f1c-v1-do-not-delete,parallelcluster-4da281c1dc024f1c-v1-do-not-delete,unallocated,,,,,,False
S3,s3_bucket,,parallelcluster-730cb6d53cf2deec-v1-do-not-delete,arn:aws:s3:::parallelcluster-730cb6d53cf2deec-v1-do-not-delete,parallelcluster-730cb6d53cf2deec-v1-do-not-delete,unallocated,,,,,,False
S3,s3_bucket,,parallelcluster-e781c59d26140bab-v1-do-not-delete,arn:aws:s3:::parallelcluster-e781c59d26140bab-v1-do-not-delete,parallelcluster-e781c59d26140bab-v1-do-not-delete,unallocated,,,,,,False
S3,s3_bucket,,terrarium-dev-media,arn:aws:s3:::terrarium-dev-media,terrarium-dev-media,terrarium,Environment=dev Project=terrarium,,,,,False
S3,s3_bucket,,terrarium-dev-web,arn:aws:s3:::terrarium-dev-web,terrarium-dev-web,terrarium,Environment=dev Project=terrarium,,,,,False
S3,s3_bucket,,terrarium-prod-media,arn:aws:s3:::terrarium-prod-media,terrarium-prod-media,terrarium,Environment=prod Project=terrarium,,,,,False
S3,s3_bucket,,terrarium-prod-web,arn:aws:s3:::terrarium-prod-web,terrarium-prod-web,terrarium,Environment=prod Project=terrarium,,,,,False
S3,s3_bucket,,terrarium-tfstate-dev,arn:aws:s3:::terrarium-tfstate-dev,terrarium-tfstate-dev,terrarium,,,,,,False
S3,s3_bucket,,terrarium-tfstate-prod,arn:aws:s3:::terrarium-tfstate-prod,terrarium-tfstate-prod,terrarium,,,,,,False
S3,s3_bucket,,ursa-us-west-2-052779-default-customer-1d8c14,arn:aws:s3:::ursa-us-west-2-052779-default-customer-1d8c14,ursa-us-west-2-052779-default-customer-1d8c14,unallocated,ManagedBy=Ursa ProvisionedBy=PortalOnboarding,,,,,False
S3,s3_bucket,,zebra-day-cfg-us-west-2,arn:aws:s3:::zebra-day-cfg-us-west-2,zebra-day-cfg-us-west-2,unallocated,lsmc-cost-center=global lsmc-project=zebra-day+us-west-2,,,,,False
