relative_path	size_bytes	caller	unit
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.filter.indel.vcf.gz.tbi	77	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.filter.snp.filtered.vcf.gz	28489	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.filter.snp.filtered.vcf.gz.tbi	77	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.filter.snp.vcf.gz	28176	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.filter.snp.vcf.gz.tbi	77	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.filter.vcf.gz	27866	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.filter.vcf.gz.tbi	72	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.gatk.raw.vcf.gz	26569	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.gatk.raw.vcf.gz.tbi	72	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.gatk.snv.vcf	314320	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz	23081	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.whatshap.homopolymer.vcf.gz.tbi	72	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz	22849	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/bed/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.bed.whatshap.vcf.gz.tbi	72	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz	28417	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.indel.filtered.vcf.gz.tbi	77	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz	28169	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.indel.vcf.gz.tbi	77	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz	36101	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.snp.filtered.vcf.gz.tbi	504	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz	35478	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.snp.vcf.gz.tbi	498	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.vcf.gz	35511	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.filter.vcf.gz.tbi	487	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.gatk.raw.vcf.gz	36053	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.gatk.raw.vcf.gz.tbi	532	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.gatk.snv.vcf	354062	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.whatshap.homopolymer.vcf.gz	28745	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.whatshap.homopolymer.vcf.gz.tbi	473	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.whatshap.vcf.gz	28330	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/htd/hapsma/results/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.sentmm2ont.na/region/vcf/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.region.whatshap.vcf.gz.tbi	466	HapSMA	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz	22621	Sentieon HiOMR segdup SMN1	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA09677-SMN-chip1-chip2-barcode19-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz.tbi	72	Sentieon HiOMR segdup SMN1	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz	22623	Sentieon HiOMR segdup SMN1	
results/day/hg38_broad/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ/align/sentmm2ont/na/segdup/sentdhiomr/results/SMN1/HYB-4NA-smn12-20260612-NA09677-SMN-chip3-chip4-barcode19-PF-ILMN-NOVASEQ.SMN1.result.vcf.gz.tbi	72	Sentieon HiOMR segdup SMN1	
