template_group,templates,template_locations,instance_type,region,availability_zone,availability_zone_id,instance_type_offered_in_az,spot_history_present,status,spot_price,spot_timestamp,product_description,error
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.48xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,2.961700,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.48xlarge,us-west-2,us-west-2d,usw2-az4,true,true,present,2.455100,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.48xlarge,ap-south-1,ap-south-1a,aps1-az1,true,true,present,3.030600,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.48xlarge,ap-south-1,ap-south-1b,aps1-az3,true,true,present,3.294500,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.48xlarge,ap-south-1,ap-south-1c,aps1-az2,true,true,present,1.468500,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.48xlarge,eu-central-1,eu-central-1a,euc1-az2,true,true,present,3.178000,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.48xlarge,eu-central-1,eu-central-1b,euc1-az3,true,true,present,3.369400,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.48xlarge,eu-central-1,eu-central-1c,euc1-az1,true,true,present,2.575500,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-1,us-east-1a,use1-az4,true,true,present,2.976800,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-1,us-east-1b,use1-az6,true,true,present,2.842300,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-1,us-east-1c,use1-az1,true,true,present,3.027700,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-1,us-east-1d,use1-az2,true,true,present,3.195200,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-1,us-east-1f,use1-az5,true,true,present,3.132800,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-2,us-east-2a,use2-az1,true,true,present,3.521100,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-2,us-east-2b,use2-az2,true,true,present,2.173100,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-east-2,us-east-2c,use2-az3,true,true,present,3.632400,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-west-1,us-west-1a,usw1-az3,true,true,present,1.185400,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-west-1,us-west-1b,usw1-az1,true,true,present,2.068500,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-west-2,us-west-2a,usw2-az2,true,true,present,2.946000,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-west-2,us-west-2b,usw2-az1,true,true,present,2.977700,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-west-2,us-west-2c,usw2-az3,true,true,present,3.062100,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,us-west-2,us-west-2d,usw2-az4,true,true,present,2.470700,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,ap-south-1,ap-south-1a,aps1-az1,true,true,present,1.409700,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,ap-south-1,ap-south-1b,aps1-az3,true,true,present,1.778700,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,ap-south-1,ap-south-1c,aps1-az2,true,true,present,2.803300,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,eu-central-1,eu-central-1a,euc1-az2,true,true,present,2.863500,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,eu-central-1,eu-central-1b,euc1-az3,true,true,present,1.951400,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i192/mem192;intel:i192/price192,m8i.metal-48xl,eu-central-1,eu-central-1c,euc1-az1,true,true,present,4.248000,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-1,us-east-1a,use1-az4,true,true,present,3.736800,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-1,us-east-1b,use1-az6,true,true,present,6.254400,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-1,us-east-1c,use1-az1,true,true,present,6.645400,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-1,us-east-1d,use1-az2,true,true,present,4.509800,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-1,us-east-1f,use1-az5,true,true,present,6.749600,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-2,us-east-2a,use2-az1,true,true,present,23.428500,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-2,us-east-2b,use2-az2,true,true,present,22.607900,2026-06-26T20:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-east-2,us-east-2c,use2-az3,true,true,present,7.049900,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-west-1,us-west-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-west-1,us-west-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-west-2,us-west-2a,usw2-az2,true,true,present,4.439800,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-west-2,us-west-2b,usw2-az1,true,true,present,7.112600,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,25.059800,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,us-west-2,us-west-2d,usw2-az4,true,true,present,6.869700,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,ap-south-1,ap-south-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,ap-south-1,ap-south-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,ap-south-1,ap-south-1c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,eu-central-1,eu-central-1a,euc1-az2,true,true,present,11.075700,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,eu-central-1,eu-central-1b,euc1-az3,true,true,present,7.735200,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.96xlarge,eu-central-1,eu-central-1c,euc1-az1,true,true,present,6.711700,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-1,us-east-1a,use1-az4,true,true,present,4.502100,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-1,us-east-1b,use1-az6,true,true,present,2.506000,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-1,us-east-1c,use1-az1,true,true,present,2.708000,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-1,us-east-1d,use1-az2,true,true,present,5.297400,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-1,us-east-1f,use1-az5,true,true,present,5.372600,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-2,us-east-2a,use2-az1,true,true,present,23.416600,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-2,us-east-2b,use2-az2,true,true,present,2.506000,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-east-2,us-east-2c,use2-az3,true,true,present,2.506000,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-west-1,us-west-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-west-1,us-west-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-west-2,us-west-2a,usw2-az2,true,true,present,10.414900,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-west-2,us-west-2b,usw2-az1,true,true,present,6.603700,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-west-2,us-west-2c,usw2-az3,true,true,present,6.324600,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,us-west-2,us-west-2d,usw2-az4,true,true,present,6.988600,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,ap-south-1,ap-south-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,ap-south-1,ap-south-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,ap-south-1,ap-south-1c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,eu-central-1,eu-central-1a,euc1-az2,true,true,present,6.019600,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,eu-central-1,eu-central-1b,euc1-az3,true,true,present,5.059200,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8id.metal-96xl,eu-central-1,eu-central-1c,euc1-az1,true,true,present,6.236300,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-1,us-east-1a,use1-az4,true,true,present,5.070500,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-1,us-east-1b,use1-az6,true,true,present,9.397600,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-1,us-east-1c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-1,us-east-1d,use1-az2,true,true,present,9.895200,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-1,us-east-1f,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-2,us-east-2a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-2,us-east-2b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-east-2,us-east-2c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-west-1,us-west-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-west-1,us-west-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-west-2,us-west-2a,usw2-az2,true,true,present,11.039700,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-west-2,us-west-2b,usw2-az1,true,true,present,9.454200,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,11.200300,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,us-west-2,us-west-2d,usw2-az4,true,true,present,11.059600,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,ap-south-1,ap-south-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,ap-south-1,ap-south-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,ap-south-1,ap-south-1c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,eu-central-1,eu-central-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,eu-central-1,eu-central-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idb.96xlarge,eu-central-1,eu-central-1c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-1,us-east-1a,use1-az4,true,true,present,9.382300,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-1,us-east-1b,use1-az6,true,true,present,3.666000,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-1,us-east-1c,use1-az1,true,true,present,13.008900,2026-07-08T04:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-1,us-east-1d,use1-az2,true,true,present,7.360200,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-1,us-east-1f,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-2,us-east-2a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-2,us-east-2b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-east-2,us-east-2c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-west-1,us-west-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-west-1,us-west-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-west-2,us-west-2a,usw2-az2,true,true,present,10.584600,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-west-2,us-west-2b,usw2-az1,true,true,present,9.585500,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,10.642600,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,us-west-2,us-west-2d,usw2-az4,true,true,present,10.998700,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,ap-south-1,ap-south-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,ap-south-1,ap-south-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,ap-south-1,ap-south-1c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,eu-central-1,eu-central-1a,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,eu-central-1,eu-central-1b,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i384nvme/mem384nvme;intel:i384nvme/price384nvme,m8idn.96xlarge,eu-central-1,eu-central-1c,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-1,us-east-1a,use1-az4,true,true,present,0.174400,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-1,us-east-1b,use1-az6,true,true,present,0.166900,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-1,us-east-1c,use1-az1,true,true,present,0.186400,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-1,us-east-1d,use1-az2,true,true,present,0.169400,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-1,us-east-1f,use1-az5,true,true,present,0.166800,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-2,us-east-2a,use2-az1,true,true,present,0.162000,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-2,us-east-2b,use2-az2,true,true,present,0.160600,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-east-2,us-east-2c,use2-az3,true,true,present,0.188100,2026-07-08T02:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-west-1,us-west-1a,usw1-az3,true,true,present,0.182400,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-west-1,us-west-1b,usw1-az1,true,true,present,0.170600,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-west-2,us-west-2a,usw2-az2,true,true,present,0.165800,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-west-2,us-west-2b,usw2-az1,true,true,present,0.164300,2026-07-08T02:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,0.150100,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,us-west-2,us-west-2d,usw2-az4,true,true,present,0.144100,2026-07-08T03:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,ap-south-1,ap-south-1a,aps1-az1,true,true,present,0.230900,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,ap-south-1,ap-south-1b,aps1-az3,true,true,present,0.180300,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,ap-south-1,ap-south-1c,aps1-az2,true,true,present,0.173100,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,eu-central-1,eu-central-1a,euc1-az2,true,true,present,0.206400,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,eu-central-1,eu-central-1b,euc1-az3,true,true,present,0.231900,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5.2xlarge,eu-central-1,eu-central-1c,euc1-az1,true,true,present,0.230800,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-1,us-east-1a,use1-az4,true,true,present,0.351500,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-1,us-east-1b,use1-az6,true,true,present,0.325400,2026-07-08T07:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-1,us-east-1c,use1-az1,true,true,present,0.366700,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-1,us-east-1d,use1-az2,true,true,present,0.320700,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-1,us-east-1e,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-1,us-east-1f,use1-az5,true,true,present,0.260800,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-2,us-east-2a,use2-az1,true,true,present,0.230400,2026-07-08T09:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-2,us-east-2b,use2-az2,true,true,present,0.241400,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-east-2,us-east-2c,use2-az3,true,true,present,0.228500,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-west-1,us-west-1a,usw1-az3,true,true,present,0.255100,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-west-1,us-west-1b,usw1-az1,true,true,present,0.331000,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-west-2,us-west-2a,usw2-az2,true,true,present,0.296300,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-west-2,us-west-2b,usw2-az1,true,true,present,0.283900,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-west-2,us-west-2c,usw2-az3,true,true,present,0.283200,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,us-west-2,us-west-2d,,false,false,not_offered_no_spot_history,,,,
intel,intel,intel:i8/price8,r5n.2xlarge,ap-south-1,ap-south-1a,aps1-az1,true,true,present,0.280400,2026-07-08T06:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,ap-south-1,ap-south-1b,aps1-az3,true,true,present,0.335100,2026-07-08T08:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,ap-south-1,ap-south-1c,aps1-az2,true,true,present,0.254800,2026-07-08T05:00:00+00:00,Linux/UNIX,
intel,intel,intel:i8/price8,r5n.2xlarge,eu-central-1,eu-central-1a,euc1-az2,true,true,present,0.350400,2026-07-08T07:00:00+00:00,Linux/UNIX,
